687.005	0
687.027	0
687.049	0
687.072	0
687.094	0
687.116	0
687.139	0
687.161	0
687.183	470
687.206	445
687.228	415
687.25	445
687.273	455
687.295	415
687.317	425
687.34	425
687.362	405
687.384	420
687.407	390
687.429	385
687.451	395
687.474	450
687.496	445
687.518	405
687.541	400
687.563	365
687.585	365
687.608	400
687.63	425
687.652	420
687.675	435
687.697	475
687.719	515
687.742	530
687.764	575
687.787	625
687.809	655
687.831	725
687.854	755
687.876	755
687.898	790
687.921	750
687.943	670
687.965	680
687.988	675
688.01	690
688.032	630
688.055	640
688.077	560
688.099	500
688.122	540
688.144	580
688.166	550
688.189	530
688.211	520
688.233	495
688.256	525
688.278	500
688.3	510
688.323	510
688.345	485
688.368	455
688.39	450
688.412	455
688.435	465
688.457	420
688.479	425
688.502	420
688.524	370
688.546	380
688.569	390
688.591	375
688.613	415
688.636	380
688.658	385
688.68	405
688.703	415
688.725	425
688.748	430
688.77	415
688.792	425
688.815	490
688.837	460
688.859	460
688.882	485
688.904	485
688.926	495
688.949	500
688.971	475
688.994	470
689.016	455
689.038	485
689.061	470
689.083	480
689.105	510
689.128	505
689.15	505
689.172	480
689.195	480
689.217	485
689.24	495
689.262	505
689.284	520
689.307	530
689.329	510
689.351	475
689.374	505
689.396	525
689.418	475
689.441	435
689.463	420
689.486	445
689.508	440
689.53	425
689.553	425
689.575	420
689.597	385
689.62	410
689.642	365
689.665	410
689.687	400
689.709	395
689.732	385
689.754	375
689.776	390
689.799	395
689.821	390
689.844	390
689.866	425
689.888	455
689.911	425
689.933	440
689.955	455
689.978	440
690	425
690.023	450
690.045	465
690.067	450
690.09	485
690.112	460
690.134	460
690.157	450
690.179	455
690.202	445
690.224	460
690.246	490
690.269	475
690.291	465
690.314	475
690.336	445
690.358	445
690.381	425
690.403	455
690.425	420
690.448	435
690.47	405
690.493	380
690.515	380
690.537	380
690.56	390
690.582	355
690.605	365
690.627	345
690.649	385
690.672	355
690.694	350
690.716	385
690.739	410
690.761	390
690.784	395
690.806	380
690.828	410
690.851	375
690.873	375
690.896	380
690.918	395
690.94	395
690.963	390
690.985	355
691.008	380
691.03	390
691.052	410
691.075	390
691.097	430
691.12	435
691.142	440
691.164	450
691.187	485
691.209	440
691.232	470
691.254	440
691.276	450
691.299	460
691.321	475
691.344	450
691.366	450
691.388	465
691.411	465
691.433	485
691.456	465
691.478	475
691.5	490
691.523	475
691.545	500
691.568	505
691.59	455
691.612	440
691.635	410
691.657	410
691.68	385
691.702	355
691.724	390
691.747	400
691.769	390
691.792	365
691.814	380
691.836	385
691.859	415
691.881	395
691.904	395
691.926	415
691.948	370
691.971	395
691.993	370
692.016	375
692.038	415
692.061	420
692.083	425
692.105	415
692.128	420
692.15	430
692.173	475
692.195	465
692.217	440
692.24	460
692.262	475
692.285	470
692.307	455
692.33	480
692.352	470
692.374	430
692.397	440
692.419	460
692.442	450
692.464	430
692.486	435
692.509	445
692.531	415
692.554	410
692.576	375
692.599	385
692.621	420
692.643	420
692.666	385
692.688	405
692.711	390
692.733	360
692.755	340
692.778	365
692.8	345
692.823	345
692.845	335
692.868	335
692.89	325
692.912	355
692.935	365
692.957	410
692.98	425
693.002	485
693.025	540
693.047	635
693.069	745
693.092	890
693.114	960
693.137	1035
693.159	1185
693.182	1310
693.204	1410
693.226	1425
693.249	1440
693.271	1510
693.294	1515
693.316	1485
693.339	1400
693.361	1330
693.383	1175
693.406	1075
693.428	960
693.451	840
693.473	745
693.496	685
693.518	635
693.541	570
693.563	570
693.585	520
693.608	460
693.63	460
693.653	440
693.675	455
693.698	450
693.72	410
693.742	415
693.765	420
693.787	420
693.81	445
693.832	410
693.855	395
693.877	450
693.9	445
693.922	455
693.944	495
693.967	520
693.989	535
694.012	550
694.034	580
694.057	645
694.079	640
694.102	705
694.124	755
694.146	805
694.169	800
694.191	800
694.214	815
694.236	830
694.259	855
694.281	890
694.304	790
694.326	775
694.348	760
694.371	745
694.393	710
694.416	655
694.438	625
694.461	590
694.483	530
694.506	480
694.528	440
694.55	415
694.573	410
694.595	420
694.618	385
694.64	410
694.663	405
694.685	400
694.708	395
694.73	380
694.753	385
694.775	420
694.797	395
694.82	395
694.842	425
694.865	465
694.887	465
694.91	445
694.932	390
694.955	455
694.977	450
695	435
695.022	430
695.045	465
695.067	470
695.089	460
695.112	510
695.134	535
695.157	460
695.179	475
695.202	500
695.224	525
695.247	455
695.269	500
695.292	480
695.314	500
695.337	480
695.359	475
695.381	480
695.404	470
695.426	435
695.449	420
695.471	425
695.494	410
695.516	395
695.539	380
695.561	390
695.584	385
695.606	370
695.629	385
695.651	375
695.674	400
695.696	360
695.718	360
695.741	385
695.763	360
695.786	395
695.808	365
695.831	355
695.853	370
695.876	375
695.898	380
695.921	400
695.943	410
695.966	385
695.988	385
696.011	410
696.033	415
696.056	450
696.078	440
696.101	420
696.123	390
696.145	395
696.168	405
696.19	415
696.213	410
696.235	385
696.258	390
696.28	390
696.303	385
696.325	400
696.348	365
696.37	400
696.393	405
696.415	405
696.438	440
696.46	430
696.483	405
696.505	395
696.528	385
696.55	370
696.573	380
696.595	340
696.618	355
696.64	345
696.663	360
696.685	340
696.708	375
696.73	375
696.753	375
696.775	360
696.798	385
696.82	370
696.842	375
696.865	310
696.887	325
696.91	320
696.932	315
696.955	300
696.977	330
697	325
697.022	345
697.045	360
697.067	400
697.09	430
697.112	435
697.135	410
697.157	415
697.18	405
697.202	455
697.225	440
697.247	455
697.27	460
697.292	475
697.315	455
697.337	430
697.36	440
697.382	445
697.405	415
697.427	370
697.45	375
697.472	390
697.495	385
697.517	365
697.54	360
697.562	365
697.585	390
697.607	350
697.63	335
697.652	335
697.675	350
697.697	380
697.72	335
697.742	375
697.765	340
697.787	340
697.81	330
697.832	370
697.855	380
697.877	370
697.9	365
697.922	355
697.945	410
697.967	370
697.99	405
698.012	450
698.035	410
698.057	395
698.08	410
698.102	430
698.125	415
698.147	375
698.17	405
698.192	435
698.215	420
698.238	410
698.26	435
698.283	455
698.305	455
698.328	430
698.35	415
698.373	405
698.395	390
698.418	400
698.44	390
698.463	390
698.485	405
698.508	370
698.53	370
698.553	380
698.575	375
698.598	355
698.62	330
698.643	370
698.665	340
698.688	340
698.71	360
698.733	365
698.755	350
698.778	340
698.8	370
698.823	355
698.845	340
698.868	335
698.891	360
698.913	370
698.936	355
698.958	335
698.981	365
699.003	360
699.026	365
699.048	360
699.071	380
699.093	395
699.116	380
699.138	405
699.161	390
699.183	405
699.206	435
699.228	395
699.251	415
699.273	390
699.296	385
699.318	380
699.341	380
699.364	375
699.386	365
699.409	360
699.431	375
699.454	375
699.476	390
699.499	380
699.521	405
699.544	405
699.566	375
699.589	385
699.611	390
699.634	360
699.656	335
699.679	365
699.702	330
699.724	340
699.747	300
699.769	300
699.792	320
699.814	345
699.837	330
699.859	355
699.882	365
699.904	390
699.927	400
699.949	335
699.972	335
699.995	380
700.017	360
700.04	355
700.062	385
700.085	400
700.107	390
700.13	365
700.152	405
700.175	375
700.197	395
700.22	380
700.242	390
700.265	390
700.288	425
700.31	390
700.333	420
700.355	385
700.378	350
700.4	370
700.423	390
700.445	365
700.468	330
700.49	340
700.513	355
700.536	350
700.558	375
700.581	340
700.603	325
700.626	345
700.648	320
700.671	350
700.693	315
700.716	345
700.739	345
700.761	360
700.784	350
700.806	360
700.829	335
700.851	360
700.874	365
700.896	360
700.919	355
700.942	380
700.964	385
700.987	405
701.009	400
701.032	390
701.054	415
701.077	415
701.099	395
701.122	405
701.145	440
701.167	465
701.19	470
701.212	445
701.235	440
701.257	485
701.28	475
701.302	440
701.325	460
701.348	470
701.37	455
701.393	395
701.415	450
701.438	415
701.46	440
701.483	435
701.506	495
701.528	480
701.551	460
701.573	455
701.596	445
701.618	425
701.641	435
701.663	395
701.686	415
701.709	405
701.731	410
701.754	380
701.776	335
701.799	355
701.821	345
701.844	385
701.867	375
701.889	390
701.912	380
701.934	385
701.957	375
701.979	395
702.002	395
702.025	375
702.047	395
702.07	395
702.092	405
702.115	435
702.137	415
702.16	425
702.183	420
702.205	405
702.228	400
702.25	425
702.273	425
702.295	430
702.318	465
702.341	460
702.363	420
702.386	400
702.408	375
702.431	390
702.454	390
702.476	370
702.499	385
702.521	380
702.544	395
702.566	360
702.589	390
702.612	390
702.634	390
702.657	365
702.679	365
702.702	365
702.725	335
702.747	365
702.77	365
702.792	355
702.815	360
702.837	375
702.86	340
702.883	360
702.905	345
702.928	345
702.95	355
702.973	370
702.996	390
703.018	370
703.041	380
703.063	380
703.086	385
703.109	385
703.131	400
703.154	430
703.176	385
703.199	410
703.221	420
703.244	470
703.267	430
703.289	425
703.312	455
703.334	425
703.357	415
703.38	375
703.402	395
703.425	425
703.447	400
703.47	370
703.493	360
703.515	375
703.538	395
703.56	335
703.583	335
703.606	340
703.628	340
703.651	350
703.673	350
703.696	350
703.719	360
703.741	375
703.764	375
703.786	370
703.809	380
703.832	410
703.854	425
703.877	445
703.899	405
703.922	425
703.945	430
703.967	425
703.99	420
704.012	420
704.035	440
704.058	460
704.08	435
704.103	435
704.125	410
704.148	450
704.171	445
704.193	470
704.216	460
704.238	460
704.261	460
704.284	490
704.306	505
704.329	570
704.352	590
704.374	570
704.397	530
704.419	550
704.442	545
704.465	545
704.487	575
704.51	540
704.532	490
704.555	500
704.578	485
704.6	520
704.623	490
704.645	440
704.668	460
704.691	440
704.713	440
704.736	415
704.759	420
704.781	420
704.804	430
704.826	435
